PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30343454","Machine learning for diagnostic ultrasound of triple-negative breast cancer","Wu T, Sultan LR, Tian J, Cary TW, Sehgal CM.","Breast Cancer Res Treat. 2019 Jan;173(2):365-373. doi: 10.1007/s10549-018-4984-7. Epub 2018 Oct 20.","Wu T","Breast Cancer Res Treat","2019","2018/10/22","","","10.1007/s10549-018-4984-7"
"27630274","Osteogenic Sarcoma: A 21st Century Review","Osasan S, Zhang M, Shen F, Paul PJ, Persad S, Sergi C.","Anticancer Res. 2016 Sep;36(9):4391-8. doi: 10.21873/anticanres.10982.","Osasan S","Anticancer Res","2016","2016/09/16","","","10.21873/anticanres.10982"
"32066756","Machine Learning and Bioinformatics Models to Identify Pathways that Mediate Influences of Welding Fumes on Cancer Progression","Rana HK, Akhtar MR, Islam MB, Ahmed MB, Lió P, Huq F, Quinn JMW, Moni MA.","Sci Rep. 2020 Feb 17;10(1):2795. doi: 10.1038/s41598-020-57916-9.","Rana HK","Sci Rep","2020","2020/02/19","PMC7026442","","10.1038/s41598-020-57916-9"
"34253194","MiR-186-3p attenuates tumorigenesis of cervical cancer by targeting IGF1","Lu X, Song X, Hao X, Liu X, Zhang X, Yuan N, Ma H, Zhang Z.","World J Surg Oncol. 2021 Jul 12;19(1):207. doi: 10.1186/s12957-021-02317-z.","Lu X","World J Surg Oncol","2021","2021/07/13","PMC8276452","","10.1186/s12957-021-02317-z"
"31103449","Predicting breast cancer metastasis by using serum biomarkers and clinicopathological data with machine learning technologies","Tseng YJ, Huang CE, Wen CN, Lai PY, Wu MH, Sun YC, Wang HY, Lu JJ.","Int J Med Inform. 2019 Aug;128:79-86. doi: 10.1016/j.ijmedinf.2019.05.003. Epub 2019 May 7.","Tseng YJ","Int J Med Inform","2019","2019/05/20","","","10.1016/j.ijmedinf.2019.05.003"
"33499863","Expression and gene regulatory network of SNHG1 in hepatocellular carcinoma","Zheng C, Yu S.","BMC Med Genomics. 2021 Jan 26;14(1):28. doi: 10.1186/s12920-021-00878-2.","Zheng C","BMC Med Genomics","2021","2021/01/27","PMC7836560","","10.1186/s12920-021-00878-2"
"33184301","Context aware deep learning for brain tumor segmentation, subtype classification, and survival prediction using radiology images","Pei L, Vidyaratne L, Rahman MM, Iftekharuddin KM.","Sci Rep. 2020 Nov 12;10(1):19726. doi: 10.1038/s41598-020-74419-9.","Pei L","Sci Rep","2020","2020/11/13","PMC7665039","","10.1038/s41598-020-74419-9"
"32080295","A semi-automated technique for adenoma quantification in the Apc(Min) mouse using FeatureCounter","Shepherd AL, Smith AAT, Wakelin KA, Kuhn S, Yang J, Eccles DA, Ronchese F.","Sci Rep. 2020 Feb 20;10(1):3064. doi: 10.1038/s41598-020-60020-7.","Shepherd AL","Sci Rep","2020","2020/02/22","PMC7033248","","10.1038/s41598-020-60020-7"
"31521127","Smac mimetics LCL161 and GDC-0152 inhibit osteosarcoma growth and metastasis in mice","Shekhar TM, Burvenich IJG, Harris MA, Rigopoulos A, Zanker D, Spurling A, Parker BS, Walkley CR, Scott AM, Hawkins CJ.","BMC Cancer. 2019 Sep 14;19(1):924. doi: 10.1186/s12885-019-6103-5.","Shekhar TM","BMC Cancer","2019","2019/09/16","PMC6744692","","10.1186/s12885-019-6103-5"
"22357481","Understanding cancer stem cell heterogeneity and plasticity","Tang DG.","Cell Res. 2012 Mar;22(3):457-72. doi: 10.1038/cr.2012.13. Epub 2012 Jan 17.","Tang DG","Cell Res","2012","2012/02/24","PMC3292302","","10.1038/cr.2012.13"
"34686327","Pan-cancer analysis of non-coding transcripts reveals the prognostic onco-lncRNA HOXA10-AS in gliomas","Isaev K, Jiang L, Wu S, Lee CA, Watters V, Fort V, Tsai R, Coutinho FJ, Hussein SMI, Zhang J, Wu J, Dirks PB, Schramek D, Reimand J.","Cell Rep. 2021 Oct 19;37(3):109873. doi: 10.1016/j.celrep.2021.109873.","Isaev K","Cell Rep","2021","2021/10/23","","","10.1016/j.celrep.2021.109873"
"33730447","ACK1 is dispensable for development, skin tumor formation, and breast cancer cell proliferation","Brandao R, Kwa MQ, Yarden Y, Brakebusch C.","FEBS Open Bio. 2021 Jun;11(6):1579-1592. doi: 10.1002/2211-5463.13149. Epub 2021 May 2.","Brandao R","FEBS Open Bio","2021","2021/03/17","PMC8167857","","10.1002/2211-5463.13149"
"34352556","Management and outcome of middle ear adenomatous neuroendocrine tumours: A systematic review","Engel MSD, van der Lans RJL, Jansen JC, Leemans CR, Bloemena E, Lissenberg-Witte BI, Rijken JA, Smit CF, Hensen EF.","Oral Oncol. 2021 Oct;121:105465. doi: 10.1016/j.oraloncology.2021.105465. Epub 2021 Aug 2.","Engel MSD","Oral Oncol","2021","2021/08/05","","","10.1016/j.oraloncology.2021.105465"
"33441128","Current cancer driver variant predictors learn to recognize driver genes instead of functional variants","Raimondi D, Passemiers A, Fariselli P, Moreau Y.","BMC Biol. 2021 Jan 13;19(1):3. doi: 10.1186/s12915-020-00930-0.","Raimondi D","BMC Biol","2021","2021/01/14","PMC7807764","","10.1186/s12915-020-00930-0"
"31780652","Tumor diversity and the trade-off between universal cancer tasks","Hausser J, Szekely P, Bar N, Zimmer A, Sheftel H, Caldas C, Alon U.","Nat Commun. 2019 Nov 28;10(1):5423. doi: 10.1038/s41467-019-13195-1.","Hausser J","Nat Commun","2019","2019/11/30","PMC6882839","","10.1038/s41467-019-13195-1"
"32470937","The microenvironment in sporadic and neurofibromatosis type II-related vestibular schwannoma: the same tumor or different? A comparative imaging and neuropathology study","Lewis D, Donofrio CA, O'Leary C, Li KL, Zhu X, Williams R, Djoukhadar I, Agushi E, Hannan CJ, Stapleton E, Lloyd SK, Freeman SR, Wadeson A, Rutherford SA, Hammerbeck-Ward C, Evans DG, Jackson A, Pathmanaban ON, Roncaroli F, King AT, Coope DJ.","J Neurosurg. 2020 May 29;134(5):1419-1429. doi: 10.3171/2020.3.JNS193230.","Lewis D","J Neurosurg","2020","2020/05/30","","","10.3171/2020.3.JNS193230"
"31780802","The landscape of tiered regulation of breast cancer cell metabolism","Katzir R, Polat IH, Harel M, Katz S, Foguet C, Selivanov VA, Sabatier P, Cascante M, Geiger T, Ruppin E.","Sci Rep. 2019 Nov 28;9(1):17760. doi: 10.1038/s41598-019-54221-y.","Katzir R","Sci Rep","2019","2019/11/30","PMC6882817","","10.1038/s41598-019-54221-y"
"34686646","Machine learning for the identification of decision boundaries during the transition from radial to vertical growth phase superficial spreading melanomas","Moglia A, Cerri A, Moglia A, Berchiolli R, Ferrari M, Betti R.","Melanoma Res. 2021 Dec 1;31(6):533-540. doi: 10.1097/CMR.0000000000000774.","Moglia A","Melanoma Res","2021","2021/10/23","","","10.1097/CMR.0000000000000774"
"31222577","Recognition of early and late stages of bladder cancer using metabolites and machine learning","Kouznetsova VL, Kim E, Romm EL, Zhu A, Tsigelny IF.","Metabolomics. 2019 Jun 20;15(7):94. doi: 10.1007/s11306-019-1555-9.","Kouznetsova VL","Metabolomics","2019","2019/06/22","","","10.1007/s11306-019-1555-9"
"29438034","C1QTNF3 in the murine ovary and its function in folliculogenesis","Mao Z, Yang L, Lu X, Tan A, Wang Y, Ding F, Xiao L, Qi X, Yu Y.","Reproduction. 2018 Apr;155(4):333-346. doi: 10.1530/REP-17-0783. Epub 2018 Feb 1.","Mao Z","Reproduction","2018","2018/02/14","","","10.1530/REP-17-0783"
"32729431","Vitamin D as a Potential Therapeutic Option in Cancer Treatment: Is There a Role for Chemoprevention?","Bahrami A, Sahebkar A.","Anticancer Agents Med Chem. 2020;20(18):2138-2149. doi: 10.2174/1871520620999200729192728.","Bahrami A","Anticancer Agents Med Chem","2020","2020/07/31","","","10.2174/1871520620999200729192728"
"34297718","Machine learning reveals mesenchymal breast carcinoma cell adaptation in response to matrix stiffness","Rozova VS, Anwer AG, Guller AE, Es HA, Khabir Z, Sokolova AI, Gavrilov MU, Goldys EM, Warkiani ME, Thiery JP, Zvyagin AV.","PLoS Comput Biol. 2021 Jul 23;17(7):e1009193. doi: 10.1371/journal.pcbi.1009193. eCollection 2021 Jul.","Rozova VS","PLoS Comput Biol","2021","2021/07/23","PMC8336795","","10.1371/journal.pcbi.1009193"
"29752993","Cancer stem cells: Regulation programs, immunological properties and immunotherapy","Zhang D, Tang DG, Rycaj K.","Semin Cancer Biol. 2018 Oct;52(Pt 2):94-106. doi: 10.1016/j.semcancer.2018.05.001. Epub 2018 May 9.","Zhang D","Semin Cancer Biol","2018","2018/05/13","PMC7859848","NIHMS1661955","10.1016/j.semcancer.2018.05.001"
"34815798","Dissecting the heterogeneity and tumorigenesis of BRCA1 deficient mammary tumors via single cell RNA sequencing","Sun H, Zeng J, Miao Z, Lei KC, Huang C, Hu L, Su SM, Chan UI, Miao K, Zhang X, Zhang A, Guo S, Chen S, Meng Y, Deng M, Hao W, Lei H, Lin Y, Yang Z, Tang D, Wong KH, Zhang XD, Xu X, Deng CX.","Theranostics. 2021 Oct 25;11(20):9967-9987. doi: 10.7150/thno.63995. eCollection 2021.","Sun H","Theranostics","2021","2021/11/24","PMC8581428","","10.7150/thno.63995"
"30180888","Obesity promotes the expansion of metastasis-initiating cells in breast cancer","Bousquenaud M, Fico F, Solinas G, Rüegg C, Santamaria-Martínez A.","Breast Cancer Res. 2018 Sep 4;20(1):104. doi: 10.1186/s13058-018-1029-4.","Bousquenaud M","Breast Cancer Res","2018","2018/09/06","PMC6123990","","10.1186/s13058-018-1029-4"
"31725847","Development of Genome-Derived Tumor Type Prediction to Inform Clinical Cancer Care","Penson A, Camacho N, Zheng Y, Varghese AM, Al-Ahmadie H, Razavi P, Chandarlapaty S, Vallejo CE, Vakiani E, Gilewski T, Rosenberg JE, Shady M, Tsui DWY, Reales DN, Abeshouse A, Syed A, Zehir A, Schultz N, Ladanyi M, Solit DB, Klimstra DS, Hyman DM, Taylor BS, Berger MF.","JAMA Oncol. 2020 Jan 1;6(1):84-91. doi: 10.1001/jamaoncol.2019.3985.","Penson A","JAMA Oncol","2020","2019/11/15","PMC6865333","","10.1001/jamaoncol.2019.3985"
"33752078","Automated proliferation index calculation for skin melanoma biopsy images using machine learning","Alheejawi S, Berendt R, Jha N, Maity SP, Mandal M.","Comput Med Imaging Graph. 2021 Apr;89:101893. doi: 10.1016/j.compmedimag.2021.101893. Epub 2021 Mar 5.","Alheejawi S","Comput Med Imaging Graph","2021","2021/03/22","","","10.1016/j.compmedimag.2021.101893"
"34534222","5-aza-2'-deoxycytidine induces apoptosis and inhibits tumour growth in vivo of FaDu cells, a specific HPVnegative HNSCC cell line","Miari R, Azzam N, Bar-Shalom R, Fares F.","PLoS One. 2021 Sep 17;16(9):e0253756. doi: 10.1371/journal.pone.0253756. eCollection 2021.","Miari R","PLoS One","2021","2021/09/17","PMC8448306","","10.1371/journal.pone.0253756"
"30583338","An Effective Two Way Classification of Breast Cancer Images: A Detailed Review","P S, M M.","Asian Pac J Cancer Prev. 2018 Dec 25;19(12):3335-3339. doi: 10.31557/APJCP.2018.19.12.3335.","P S","Asian Pac J Cancer Prev","2018","2018/12/26","PMC6428558","","10.31557/APJCP.2018.19.12.3335"
"30412421","Glioma response assessment: Classic pitfalls, novel confounders, and emerging imaging tools","Johnson DR, Guerin JB, Ruff MW, Fang S, Hunt CH, Morris JM, Pearse Morris P, Kaufmann TJ.","Br J Radiol. 2019 Feb;92(1094):20180730. doi: 10.1259/bjr.20180730. Epub 2018 Nov 14.","Johnson DR","Br J Radiol","2019","2018/11/10","PMC6404837","","10.1259/bjr.20180730"
"32235058","Multi-view radiomics and dosiomics analysis with machine learning for predicting acute-phase weight loss in lung cancer patients treated with radiotherapy","Lee SH, Han P, Hales RK, Voong KR, Noro K, Sugiyama S, Haller JW, McNutt TR, Lee J.","Phys Med Biol. 2020 Sep 28;65(19):195015. doi: 10.1088/1361-6560/ab8531.","Lee SH","Phys Med Biol","2020","2020/04/03","","","10.1088/1361-6560/ab8531"
"34140643","LINC01348 suppresses hepatocellular carcinoma metastasis through inhibition of SF3B3-mediated EZH2 pre-mRNA splicing","Lin YH, Wu MH, Liu YC, Lyu PC, Yeh CT, Lin KH.","Oncogene. 2021 Jul;40(28):4675-4685. doi: 10.1038/s41388-021-01905-3. Epub 2021 Jun 17.","Lin YH","Oncogene","2021","2021/06/18","","","10.1038/s41388-021-01905-3"
"31200905","Statistical characterization and classification of colon microarray gene expression data using multiple machine learning paradigms","Maniruzzaman M, Jahanur Rahman M, Ahammed B, Abedin MM, Suri HS, Biswas M, El-Baz A, Bangeas P, Tsoulfas G, Suri JS.","Comput Methods Programs Biomed. 2019 Jul;176:173-193. doi: 10.1016/j.cmpb.2019.04.008. Epub 2019 Apr 10.","Maniruzzaman M","Comput Methods Programs Biomed","2019","2019/06/16","","","10.1016/j.cmpb.2019.04.008"
"33859621","Improvement of Insulin Sensitivity Increases Pregnancy Rate in Infertile PCOS Women: A Systemic Review","Liu Y, Li J, Yan Z, Liu D, Ma J, Tong N.","Front Endocrinol (Lausanne). 2021 Mar 30;12:657889. doi: 10.3389/fendo.2021.657889. eCollection 2021.","Liu Y","Front Endocrinol (Lausanne)","2021","2021/04/16","PMC8042389","","10.3389/fendo.2021.657889"
"33793053","MIB1 upregulates IQGAP1 and promotes pancreatic cancer progression by inducing ST7 degradation","Zhang B, Cheng X, Zhan S, Jin X, Liu T.","Mol Oncol. 2021 Nov;15(11):3062-3075. doi: 10.1002/1878-0261.12955. Epub 2021 May 1.","Zhang B","Mol Oncol","2021","2021/04/01","PMC8564634","","10.1002/1878-0261.12955"
"34367540","Gene Mutation Classification through Text Evidence Facilitating Cancer Tumour Detection","Gupta M, Wu H, Arora S, Gupta A, Chaudhary G, Hua Q.","J Healthc Eng. 2021 Jul 27;2021:8689873. doi: 10.1155/2021/8689873. eCollection 2021.","Gupta M","J Healthc Eng","2021","2021/08/09","PMC8337154","","10.1155/2021/8689873"
"32652978","Comparison between surgical fusion and the growing-rod technique for early-onset neurofibromatosis type-1 dystrophic scoliosis","Cai S, Cui L, Qiu G, Shen J, Zhang J.","BMC Musculoskelet Disord. 2020 Jul 11;21(1):455. doi: 10.1186/s12891-020-03460-6.","Cai S","BMC Musculoskelet Disord","2020","2020/07/13","PMC7354683","","10.1186/s12891-020-03460-6"
"32084594","Temperature-controlled magnetic nanoparticles hyperthermia inhibits primary tumor growth and metastases dissemination","Garanina AS, Naumenko VA, Nikitin AA, Myrovali E, Petukhova AY, Klimyuk SV, Nalench YA, Ilyasov AR, Vodopyanov SS, Erofeev AS, Gorelkin PV, Angelakeris M, Savchenko AG, Wiedwald U, Majouga Dr AG, Abakumov MA.","Nanomedicine. 2020 Apr;25:102171. doi: 10.1016/j.nano.2020.102171. Epub 2020 Feb 18.","Garanina AS","Nanomedicine","2020","2020/02/22","","","10.1016/j.nano.2020.102171"
"34690934","Machine-Learning Prediction of Postoperative Pituitary Hormonal Outcomes in Nonfunctioning Pituitary Adenomas: A Multicenter Study","Fang Y, Wang H, Feng M, Zhang W, Cao L, Ding C, Chen H, Wei L, Mu S, Pei Z, Li J, Zhang H, Wang R, Wang S.","Front Endocrinol (Lausanne). 2021 Oct 7;12:748725. doi: 10.3389/fendo.2021.748725. eCollection 2021.","Fang Y","Front Endocrinol (Lausanne)","2021","2021/10/25","PMC8529112","","10.3389/fendo.2021.748725"
"30653684","Hyperspectral imaging in automated digital dermoscopy screening for melanoma","Hosking AM, Coakley BJ, Chang D, Talebi-Liasi F, Lish S, Lee SW, Zong AM, Moore I, Browning J, Jacques SL, Krueger JG, Kelly KM, Linden KG, Gareau DS.","Lasers Surg Med. 2019 Mar;51(3):214-222. doi: 10.1002/lsm.23055. Epub 2019 Jan 17.","Hosking AM","Lasers Surg Med","2019","2019/01/18","PMC6519386","","10.1002/lsm.23055"
"31783879","Inhibition of lung cancer growth and metastasis by DHA and its metabolite, RvD1, through miR-138-5p/FOXC1 pathway","Bai X, Shao J, Zhou S, Zhao Z, Li F, Xiang R, Zhao AZ, Pan J.","J Exp Clin Cancer Res. 2019 Nov 29;38(1):479. doi: 10.1186/s13046-019-1478-3.","Bai X","J Exp Clin Cancer Res","2019","2019/12/01","PMC6884860","","10.1186/s13046-019-1478-3"
"30152090","LncRNA SNHG4 promotes tumour growth by sponging miR-224-3p and predicts poor survival and recurrence in human osteosarcoma","Xu R, Feng F, Yu X, Liu Z, Lao L.","Cell Prolif. 2018 Dec;51(6):e12515. doi: 10.1111/cpr.12515. Epub 2018 Aug 28.","Xu R","Cell Prolif","2018","2018/08/29","PMC6528889","","10.1111/cpr.12515"
"33456763","MSclassifier: median-supplement model-based classification tool for automated knowledge discovery","Adabor ES, Acquaah-Mensah GK, Mazandu GK.","F1000Res. 2020 Sep 10;9:1114. doi: 10.12688/f1000research.25501.1. eCollection 2020.","Adabor ES","F1000Res","2020","2021/01/18","PMC7788522","","10.12688/f1000research.25501.1"
"30031001","A two-phenotype model of immune evasion by cancer cells","Bayer P, Brown JS, Staňková K.","J Theor Biol. 2018 Oct 14;455:191-204. doi: 10.1016/j.jtbi.2018.07.014. Epub 2018 Jul 18.","Bayer P","J Theor Biol","2018","2018/07/22","","","10.1016/j.jtbi.2018.07.014"
"26383681","Metformin: A Novel Biological Modifier of Tumor Response to Radiation Therapy","Koritzinsky M.","Int J Radiat Oncol Biol Phys. 2015 Oct 1;93(2):454-64. doi: 10.1016/j.ijrobp.2015.06.003.","Koritzinsky M","Int J Radiat Oncol Biol Phys","2015","2015/09/19","","","10.1016/j.ijrobp.2015.06.003"
"27864401","Change in body size and mortality: a systematic review and meta-analysis","Karahalios A, English DR, Simpson JA.","Int J Epidemiol. 2017 Apr 1;46(2):526-546. doi: 10.1093/ije/dyw246.","Karahalios A","Int J Epidemiol","2017","2016/11/20","","","10.1093/ije/dyw246"
"31285340","Assessing micrometastases as a target for nanoparticles using 3D microscopy and machine learning","Kingston BR, Syed AM, Ngai J, Sindhwani S, Chan WCW.","Proc Natl Acad Sci U S A. 2019 Jul 23;116(30):14937-14946. doi: 10.1073/pnas.1907646116. Epub 2019 Jul 8.","Kingston BR","Proc Natl Acad Sci U S A","2019","2019/07/10","PMC6660785","","10.1073/pnas.1907646116"
"31568528","LOTUS: A single- and multitask machine learning algorithm for the prediction of cancer driver genes","Collier O, Stoven V, Vert JP.","PLoS Comput Biol. 2019 Sep 30;15(9):e1007381. doi: 10.1371/journal.pcbi.1007381. eCollection 2019 Sep.","Collier O","PLoS Comput Biol","2019","2019/10/01","PMC6786659","","10.1371/journal.pcbi.1007381"
"30485570","MiR-326/Sp1/KLF3: A novel regulatory axis in lung cancer progression","Wang R, Xu J, Xu J, Zhu W, Qiu T, Li J, Zhang M, Wang Q, Xu T, Guo R, Lu K, Yin Y, Gu Y, Zhu L, Huang P, Liu P, Liu L, De W, Shu Y.","Cell Prolif. 2019 Mar;52(2):e12551. doi: 10.1111/cpr.12551. Epub 2018 Nov 28.","Wang R","Cell Prolif","2019","2018/11/29","PMC6495967","","10.1111/cpr.12551"
"34135463","Application of machine learning to large in-vitro databases to identify cancer cell characteristics: telomerase reverse transcriptase (TERT) expression","Sherman J, Verstandig G, Brumer Y.","Oncogene. 2021 Aug;40(31):5038-5041. doi: 10.1038/s41388-021-01894-3. Epub 2021 Jun 16.","Sherman J","Oncogene","2021","2021/06/17","","","10.1038/s41388-021-01894-3"
"32415137","An Automated Segmentation Pipeline for Intratumoural Regions in Animal Xenografts Using Machine Learning and Saturation Transfer MRI","Lam WW, Oakden W, Karami E, Koletar MM, Murray L, Liu SK, Sadeghi-Naini A, Stanisz GJ.","Sci Rep. 2020 May 15;10(1):8063. doi: 10.1038/s41598-020-64912-6.","Lam WW","Sci Rep","2020","2020/05/17","PMC7228927","","10.1038/s41598-020-64912-6"
"30365511","Modeling three-dimensional invasive solid tumor growth in heterogeneous microenvironment under chemotherapy","Xie H, Jiao Y, Fan Q, Hai M, Yang J, Hu Z, Yang Y, Shuai J, Chen G, Liu R, Liu L.","PLoS One. 2018 Oct 26;13(10):e0206292. doi: 10.1371/journal.pone.0206292. eCollection 2018.","Xie H","PLoS One","2018","2018/10/27","PMC6203364","","10.1371/journal.pone.0206292"
"33413690","Human cutaneous neurofibroma matrisome revealed by single-cell RNA sequencing","Brosseau JP, Sathe AA, Wang Y, Nguyen T, Glass DA 2nd, Xing C, Le LQ.","Acta Neuropathol Commun. 2021 Jan 7;9(1):11. doi: 10.1186/s40478-020-01103-4.","Brosseau JP","Acta Neuropathol Commun","2021","2021/01/08","PMC7792184","","10.1186/s40478-020-01103-4"
"32020064","Lipidome-based rapid diagnosis with machine learning for detection of TGF-β signalling activated area in head and neck cancer","Ishii H, Saitoh M, Sakamoto K, Sakamoto K, Saigusa D, Kasai H, Ashizawa K, Miyazawa K, Takeda S, Masuyama K, Yoshimura K.","Br J Cancer. 2020 Mar;122(7):995-1004. doi: 10.1038/s41416-020-0732-y. Epub 2020 Feb 5.","Ishii H","Br J Cancer","2020","2020/02/06","PMC7109155","","10.1038/s41416-020-0732-y"
